TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
100000000.0	88666760.0	88587548.8	88746042.0
200000000.0	167115505.0	166971811.6	167259322.1
300000000.0	237623136.9	237426548.2	237819888.4
400000000.0	301458119.8	301217438.6	301698993.2
500000000.0	359584815.8	359297265.0	359872596.7
600000000.0	412760762.5	412451524.8	413070232.0
700000000.0	461616771.2	461272884.5	461960914.2
800000000.0	506716358.0	506301599.2	507131456.6
900000000.0	548410625.6	547856282.2	548965529.9
1000000000.0	587118249.2	586344991.1	587892527.1
1100000000.0	623137431.2	622073147.5	624203535.7
1200000000.0	656762044.1	655342393.8	658184769.8
1300000000.0	688222023.3	686387880.4	690061067.4
1400000000.0	717715112.9	715411081.2	720026564.9
1500000000.0	745413943.7	742587723.5	748250920.3
1600000000.0	771475754.6	768077893.0	774888647.8
1700000000.0	796073898.8	792057685.2	800110477.0
1800000000.0	819321807.7	814643213.8	824027271.4
1900000000.0	841328082.6	835945705.9	846745114.7
2000000000.0	862188213.8	856063211.5	868357039.6
2100000000.0	881992190.9	875088200.9	888950649.7
2200000000.0	900807673.5	893090724.4	908591302.6
2300000000.0	918702252.5	910140663.5	927344379.3
2400000000.0	935754194.7	926318469.8	945286034.4
2500000000.0	952028382.8	941691101.3	962479140.3
2600000000.0	967553950.2	956289659.0	978950925.4
2700000000.0	982383473.3	970168575.4	994752162.6
2800000000.0	996572420.2	983385067.5	1009936617.4
2900000000.0	1010161595.7	995981584.5	1024543490.8
3000000000.0	1023196061.5	1008004731.5	1038616335.3
3100000000.0	1035705560.6	1019485699.6	1052183477.1
3200000000.0	1047725861.3	1030461612.4	1065279353.7
3300000000.0	1059278637.4	1040955413.4	1077924392.5
3400000000.0	1070390709.0	1050995109.6	1090144244.6
3500000000.0	1081086877.5	1060606611.5	1101962616.5
3600000000.0	1091390112.9	1069813925.1	1113401452.8
3700000000.0	1101321719.9	1078639322.9	1124481098.5
3800000000.0	1110901487.0	1087103496.7	1135220443.6
3900000000.0	1120138443.2	1095216321.2	1145627678.9
4000000000.0	1129056457.2	1103002450.9	1155725885.0
4100000000.0	1137674221.4	1110481311.8	1165533017.2
4200000000.0	1146006668.1	1117668522.0	1175063319.3
4300000000.0	1154067754.5	1124578678.1	1184330103.4
4400000000.0	1161870540.5	1131225436.6	1193345825.9
4500000000.0	1169427259.9	1137621588.5	1202122155.6
4600000000.0	1176749385.0	1143779125.7	1210670035.9
4700000000.0	1183847685.0	1149709302.1	1218999740.7
4800000000.0	1190732278.8	1155422689.5	1227120925.2
4900000000.0	1197412683.9	1160929227.6	1235042672.2
5000000000.0	1203897860.1	1166238270.5	1242773534.7
5100000000.0	1210196250.3	1171358628.7	1250321573.9
5200000000.0	1216315816.6	1176298608.0	1257694394.7
5300000000.0	1222264074.7	1181066044.3	1264899177.7
5400000000.0	1228048124.3	1185668336.8	1271942708.5
5500000000.0	1233674418.3	1190112217.3	1278831145.7
5600000000.0	1239146194.0	1194401186.1	1285567452.6
5700000000.0	1244472861.8	1198544894.5	1292160778.3
5800000000.0	1249660121.9	1202549269.7	1298616580.2
5900000000.0	1254714493.6	1206421041.9	1304941148.8
6000000000.0	1259644939.7	1210169368.3	1311143229.7
6100000000.0	1264451329.9	1213794306.6	1317222495.7
6200000000.0	1269138291.3	1217300655.4	1323183385.4
6300000000.0	1273709769.1	1220692520.9	1329029668.0
6400000000.0	1278169750.9	1223974040.2	1334765165.3
6500000000.0	1282522887.3	1227150002.5	1340394371.6
6600000000.0	1286772974.5	1230224333.7	1345920937.0
6700000000.0	1290922499.6	1233199642.8	1351347212.7
6800000000.0	1294978284.2	1236082860.4	1356679888.0
6900000000.0	1298941362.3	1238875127.2	1361919878.5
7000000000.0	1302814878.0	1241579684.7	1367070214.9
7100000000.0	1306601835.0	1244199626.8	1372133794.6
7200000000.0	1310305103.9	1246737908.2	1377113388.6
7300000000.0	1313927429.9	1249197351.8	1382011648.2
7400000000.0	1317471439.2	1251580656.0	1386831112.1
7500000000.0	1320939645.5	1253890401.6	1391574211.8
7600000000.0	1324334456.3	1256129057.6	1396243277.4
7700000000.0	1327658177.9	1258298987.7	1400840543.2
7800000000.0	1330913021.1	1260402455.4	1405368152.2
7900000000.0	1334101105.7	1262441629.2	1409828160.9
8000000000.0	1337224465.7	1264418587.6	1414222543.9
8100000000.0	1340285052.9	1266335323.8	1418553197.7
8200000000.0	1343284741.6	1268193749.7	1422821944.6
8300000000.0	1346225332.3	1269995700.1	1427030536.5
8400000000.0	1349108554.8	1271742936.3	1431180658.2
8500000000.0	1351936072.4	1273437150.1	1435273930.6
8600000000.0	1354709484.4	1275079966.8	1439311913.8
8700000000.0	1357430329.8	1276672948.6	1443296109.8
8800000000.0	1360100089.3	1278217597.4	1447227965.4
8900000000.0	1362720188.9	1279715357.9	1451108874.9
9000000000.0	1365292001.7	1281167619.8	1454940181.9
9100000000.0	1367816850.7	1282575721.1	1458723182.1
9200000000.0	1370296011.3	1283940949.7	1462459125.5
9300000000.0	1372730712.6	1285264546.1	1466149218.0
9400000000.0	1375122140.3	1286547705.6	1469794623.7
9500000000.0	1377471438.3	1287791579.8	1473396466.5
9600000000.0	1379779710.4	1288997279.2	1476955832.2
9700000000.0	1382048022.3	1290165874.7	1480473769.7
9800000000.0	1384277403.0	1291298399.0	1483951292.7
9900000000.0	1386468846.5	1292395849.0	1487389381.3
10000000000.0	1388623313.2	1293459186.7	1490788983.3
10100000000.0	1390741731.3	1294489340.7	1494151015.7
10200000000.0	1392824998.4	1295487208.2	1497476365.6
10300000000.0	1394873982.3	1296453655.5	1500765891.8
10400000000.0	1396889522.6	1297389520.1	1504020425.7
10500000000.0	1398872431.6	1298295611.0	1507240772.7
10600000000.0	1400823495.6	1299172710.7	1510427712.6
10700000000.0	1402743475.7	1300021575.8	1513582001.5
10800000000.0	1404633109.1	1300842938.1	1516704371.8
10900000000.0	1406493109.8	1301637505.7	1519795533.8
11000000000.0	1408324169.5	1302405963.9	1522856176.4
11100000000.0	1410126958.6	1303148975.9	1525886967.6
11200000000.0	1411902126.9	1303867184.1	1528888555.6
11300000000.0	1413650304.5	1304561210.4	1531861569.5
11400000000.0	1415372102.4	1305231657.5	1534806619.9
11500000000.0	1417068113.4	1305879108.9	1537724299.6
11600000000.0	1418738912.7	1306504130.6	1540615184.5
11700000000.0	1420385058.2	1307107271.0	1543479833.9
11800000000.0	1422007091.7	1307689061.7	1546318791.0
11900000000.0	1423605539.4	1308250018.5	1549132584.1
12000000000.0	1425180912.0	1308790641.5	1551921726.4
12100000000.0	1426733705.6	1309311415.8	1554686717.0
12200000000.0	1428264402.3	1309812812.5	1557428041.2
12300000000.0	1429773470.5	1310295288.4	1560146170.9
12400000000.0	1431261365.6	1310759287.3	1562841565.5
12500000000.0	1432728529.9	1311205239.8	1565514671.7
12600000000.0	1434175394.0	1311633564.2	1568165924.5
12700000000.0	1435602376.3	1312044667.0	1570795747.0
12800000000.0	1437009883.7	1312438942.7	1573404551.5
12900000000.0	1438398312.5	1312816775.0	1575992739.3
13000000000.0	1439768047.9	1313178536.6	1578560701.3
13100000000.0	1441119465.0	1313524590.0	1581108818.4
13200000000.0	1442452928.8	1313855287.2	1583637461.6
13300000000.0	1443768794.9	1314170971.0	1586146992.4
13400000000.0	1445067409.3	1314471974.4	1588637763.4
13500000000.0	1446349109.1	1314758621.4	1591110118.1
13600000000.0	1447614222.8	1315031227.4	1593564391.6
13700000000.0	1448863070.1	1315290099.2	1596000910.6
13800000000.0	1450095963.0	1315535535.2	1598419993.8
13900000000.0	1451313205.2	1315767826.0	1600821952.0
14000000000.0	1452515092.9	1315987254.6	1603207088.6
14100000000.0	1453701914.8	1316194096.4	1605575699.6
14200000000.0	1454873952.5	1316388619.6	1607928073.9
14300000000.0	1456031480.6	1316571085.5	1610264493.7
14400000000.0	1457174766.8	1316741748.6	1612585234.1
14500000000.0	1458304072.4	1316900856.9	1614890564.1
14600000000.0	1459419652.4	1317048651.8	1617180746.4
14700000000.0	1460521755.5	1317185369.0	1619456037.4
14800000000.0	1461610624.4	1317311237.9	1621716687.7
14900000000.0	1462686496.2	1317426482.2	1623962942.2
15000000000.0	1463749602.2	1317531320.0	1626195040.2
15100000000.0	1464800168.2	1317625964.0	1628413215.4
15200000000.0	1465838415.0	1317710621.8	1630617696.6
15300000000.0	1466864557.9	1317785495.5	1632808707.1
15400000000.0	1467878807.3	1317850782.5	1634986465.5
15500000000.0	1468881369.0	1317906675.5	1637151185.5
15600000000.0	1469872443.7	1317953362.3	1639303076.0
15700000000.0	1470852227.9	1317991026.2	1641442341.5
15800000000.0	1471820913.2	1318019846.3	1643569182.0
15900000000.0	1472778687.4	1318039997.2	1645683793.2
16000000000.0	1473725733.8	1318051649.4	1647786366.6
16100000000.0	1474662231.5	1318054969.6	1649877089.5
16200000000.0	1475588355.9	1318050120.3	1651956145.4
16300000000.0	1476504278.4	1318037260.3	1654023713.8
16400000000.0	1477410166.7	1318016544.7	1656079970.6
16500000000.0	1478306184.7	1317988125.1	1658125087.9
16600000000.0	1479192492.9	1317952149.5	1660159234.2
16700000000.0	1480069248.4	1317908762.5	1662182574.8
16800000000.0	1480936604.7	1317858105.4	1664195271.2
16900000000.0	1481794712.2	1317800316.5	1666197482.0
17000000000.0	1482643718.1	1317735530.8	1668189362.3
17100000000.0	1483483766.3	1317663880.1	1670171064.3
17200000000.0	1484314998.1	1317585493.6	1672142736.9
17300000000.0	1485137551.3	1317500497.5	1674104526.3
17400000000.0	1485951561.3	1317409015.0	1676056575.7
17500000000.0	1486757160.4	1317311166.8	1677999025.4
17600000000.0	1487554478.4	1317207070.9	1679932013.0
17700000000.0	1488343642.3	1317096842.8	1681855673.5
17800000000.0	1489124776.6	1316980595.3	1683770139.2
17900000000.0	1489898003.2	1316858438.9	1685675539.8
18000000000.0	1490663441.5	1316730481.7	1687572002.6
18100000000.0	1491421208.8	1316596829.5	1689459652.4
18200000000.0	1492171419.6	1316457585.7	1691338611.8
18300000000.0	1492914186.6	1316312851.8	1693209000.9
18400000000.0	1493649619.9	1316162726.7	1695070937.6
18500000000.0	1494377827.7	1316007307.7	1696924537.5
18600000000.0	1495098915.9	1315846689.7	1698769914.3
18700000000.0	1495812988.4	1315680965.8	1700607179.4
18800000000.0	1496520147.1	1315510227.2	1702436442.2
18900000000.0	1497220492.0	1315334563.0	1704257810.0
19000000000.0	1497914121.1	1315154060.6	1706071388.4
19100000000.0	1498601130.5	1314968805.8	1707877280.7
19200000000.0	1499281614.5	1314778882.2	1709675588.8
19300000000.0	1499955665.7	1314584372.0	1711466412.4
19400000000.0	1500623374.8	1314385355.8	1713249849.5
19500000000.0	1501284831.0	1314181912.4	1715025996.5
19600000000.0	1501940121.7	1313974119.0	1716794948.0
19700000000.0	1502589924.9	1313762638.5	1718557383.4
19800000000.0	1503233948.3	1313547171.8	1720313021.0
19900000000.0	1503872052.9	1313327571.7	1722061731.0
20000000000.0	1504504320.0	1313103909.8	1723803601.5
20100000000.0	1505130829.3	1312876255.8	1725538719.4
20200000000.0	1505751659.0	1312644678.5	1727267169.7
20300000000.0	1506366886.2	1312409245.1	1728989036.2
20400000000.0	1506976586.3	1312170021.5	1730704401.3
20500000000.0	1507580833.4	1311927072.4	1732413345.9
20600000000.0	1508179700.4	1311680461.3	1734115949.5
20700000000.0	1508773258.8	1311430250.2	1735812290.4
20800000000.0	1509361578.9	1311176500.4	1737502445.5
20900000000.0	1509944729.7	1310919271.5	1739186490.3
21000000000.0	1510522779.2	1310658622.3	1740864499.4
21100000000.0	1511095793.8	1310394610.4	1742536545.8
21200000000.0	1511663839.2	1310127292.4	1744202701.6
21300000000.0	1512226979.7	1309856723.6	1745863037.4
21400000000.0	1512785278.5	1309582958.6	1747517623.0
21500000000.0	1513338797.9	1309306050.7	1749166526.8
21600000000.0	1513887598.9	1309026052.4	1750809816.3
21700000000.0	1514431741.7	1308743015.0	1752447557.6
21800000000.0	1514971285.2	1308456989.2	1754079816.2
21900000000.0	1515506287.6	1308168024.4	1755706656.2
22000000000.0	1516036806.0	1307876169.4	1757328140.8
22100000000.0	1516562896.4	1307581471.9	1758944332.2
22200000000.0	1517084614.2	1307283978.8	1760555291.6
22300000000.0	1517602013.5	1306983736.3	1762161079.4
22400000000.0	1518115147.9	1306680789.5	1763761754.7
22500000000.0	1518624069.7	1306375182.9	1765357376.1
22600000000.0	1519128830.7	1306066960.1	1766948001.1
22700000000.0	1519629481.8	1305756163.9	1768533686.2
22800000000.0	1520126072.8	1305442836.5	1770114487.3
22900000000.0	1520618653.0	1305127019.3	1771690459.1
23000000000.0	1521107270.9	1304808752.7	1773261655.9
23100000000.0	1521591973.9	1304488076.8	1774828130.8
23200000000.0	1522072809.0	1304165030.7	1776389936.2
23300000000.0	1522549822.3	1303839653.1	1777947123.9
23400000000.0	1523023059.1	1303511981.6	1779499744.8
23500000000.0	1523492564.2	1303182053.6	1781047848.9
23600000000.0	1523958381.5	1302849905.5	1782591485.7
23700000000.0	1524420554.4	1302515573.3	1784130703.8
23800000000.0	1524879125.3	1302179092.4	1785665551.2
23900000000.0	1525334136.3	1301840497.4	1787196075.1
24000000000.0	1525785628.6	1301499822.5	1788722322.0
24100000000.0	1526233643.0	1301157101.1	1790244337.8
24200000000.0	1526678219.3	1300812366.3	1791762167.8
24300000000.0	1527119397.2	1300465650.5	1793275856.5
24400000000.0	1527557215.3	1300116985.5	1794785447.8
24500000000.0	1527991712.0	1299766402.7	1796290985.0
24600000000.0	1528422924.8	1299413932.9	1797792510.8
24700000000.0	1528850890.9	1299059606.4	1799290067.3
24800000000.0	1529275646.8	1298703453.0	1800783695.9
24900000000.0	1529697228.5	1298345502.1	1802273437.5
25000000000.0	1530115671.5	1297985782.3	1803759332.4
25100000000.0	1530531010.6	1297624322.1	1805241420.4
25200000000.0	1530943280.3	1297261149.4	1806719740.7
25300000000.0	1531352514.4	1296896291.5	1808194331.9
25400000000.0	1531758746.4	1296529775.6	1809665232.1
25500000000.0	1532162009.2	1296161628.0	1811132479.0
25600000000.0	1532562335.3	1295791875.1	1812596109.6
25700000000.0	1532959756.5	1295420542.3	1814056160.4
25800000000.0	1533354304.5	1295047655.1	1815512667.7
25900000000.0	1533746010.2	1294673238.3	1816965666.8
26000000000.0	1534134904.2	1294297316.3	1818415193.0
26100000000.0	1534521016.8	1293919913.4	1819861280.9
26200000000.0	1534904377.6	1293541053.1	1821303964.5
26300000000.0	1535285016.0	1293160758.8	1822743277.7
26400000000.0	1535662960.8	1292779053.6	1824179253.7
26500000000.0	1536038240.6	1292395959.9	1825611925.3
26600000000.0	1536410883.4	1292011500.1	1827041324.8
26700000000.0	1536780917.0	1291625696.0	1828467484.3
26800000000.0	1537148368.7	1291238569.2	1829890435.2
26900000000.0	1537513265.3	1290850141.0	1831310208.6
27000000000.0	1537875633.5	1290460432.2	1832726835.4
27100000000.0	1538235499.4	1290069463.4	1834140345.7
27200000000.0	1538592888.9	1289677254.9	1835550769.5
27300000000.0	1538947827.4	1289283826.6	1836958136.4
27400000000.0	1539300340.0	1288889198.1	1838362475.5
27500000000.0	1539650451.7	1288493388.9	1839763815.5
27600000000.0	1539998186.7	1288096417.9	1841162184.9
27700000000.0	1540343569.3	1287698303.9	1842557611.7
27800000000.0	1540686623.1	1287299065.4	1843950123.6
27900000000.0	1541027371.8	1286898720.5	1845339747.9
28000000000.0	1541365838.4	1286497287.3	1846726511.7
28100000000.0	1541702045.7	1286094783.3	1848110441.6
28200000000.0	1542036016.5	1285691225.9	1849491563.9
28300000000.0	1542367772.8	1285286632.3	1850869904.5
28400000000.0	1542697336.6	1284881019.4	1852245489.3
28500000000.0	1543024729.7	1284474403.7	1853618343.4
28600000000.0	1543349973.3	1284066801.6	1854988492.0
28700000000.0	1543673088.6	1283658229.3	1856355959.8
28800000000.0	1543994096.4	1283248702.7	1857720771.2
28900000000.0	1544313017.2	1282838237.5	1859082950.2
29000000000.0	1544629871.4	1282426849.0	1860442520.8
29100000000.0	1544944679.0	1282014552.4	1861799506.5
29200000000.0	1545257459.7	1281601362.9	1863153930.5
29300000000.0	1545568233.0	1281187295.1	1864505815.8
29400000000.0	1545877018.2	1280772363.6	1865855185.1
29500000000.0	1546183834.4	1280356582.7	1867202060.7
29600000000.0	1546488700.2	1279939966.6	1868546464.9
29700000000.0	1546791634.3	1279522529.2	1869888419.6
29800000000.0	1547092654.9	1279104284.3	1871227946.3
29900000000.0	1547391780.2	1278685245.4	1872565066.4
30000000000.0	1547689027.9	1278265425.8	1873899801.0
30100000000.0	1547984415.7	1277844838.7	1875232171.1
30200000000.0	1548277960.9	1277423497.0	1876562197.2
30300000000.0	1548569680.9	1277001413.6	1877889899.6
30400000000.0	1548859592.4	1276578601.1	1879215298.6
30500000000.0	1549147712.4	1276155071.9	1880538414.0
30600000000.0	1549434057.4	1275730838.1	1881859265.6
30700000000.0	1549718643.6	1275305912.1	1883177872.6
30800000000.0	1550001487.4	1274880305.5	1884494254.5
30900000000.0	1550282604.5	1274454030.2	1885808430.0
31000000000.0	1550562010.9	1274027097.8	1887120418.2
31100000000.0	1550839722.0	1273599519.7	1888430237.4
31200000000.0	1551115753.2	1273171307.1	1889737906.1
31300000000.0	1551390119.8	1272742471.1	1891043442.3
31400000000.0	1551662836.7	1272313022.8	1892346864.1
31500000000.0	1551933918.8	1271882972.9	1893648189.1
31600000000.0	1552203380.8	1271452332.1	1894947434.9
31700000000.0	1552471237.1	1271021110.9	1896244618.9
31800000000.0	1552737502.0	1270589319.6	1897539758.1
31900000000.0	1553002189.7	1270156968.5	1898832869.4
32000000000.0	1553265314.1	1269724067.7	1900123969.8
32100000000.0	1553526889.1	1269290627.1	1901413075.7
32200000000.0	1553786928.3	1268856656.5	1902700203.5
32300000000.0	1554045445.1	1268422165.6	1903985369.4
32400000000.0	1554302453.0	1267987164.1	1905268589.4
32500000000.0	1554557965.1	1267551661.2	1906549879.5
32600000000.0	1554811994.4	1267115666.3	1907829255.2
32700000000.0	1555064553.8	1266679188.6	1909106732.1
32800000000.0	1555315655.9	1266242237.1	1910382325.5
32900000000.0	1555565313.5	1265804820.8	1911656050.6
33000000000.0	1555813538.8	1265366948.5	1912927922.3
33100000000.0	1556060344.3	1264928628.8	1914197955.5
33200000000.0	1556305742.0	1264489870.4	1915466165.0
33300000000.0	1556549744.0	1264050681.7	1916732565.1
33400000000.0	1556792362.1	1263611071.0	1917997170.3
33500000000.0	1557033608.1	1263171046.7	1919259994.8
33600000000.0	1557273493.5	1262730616.9	1920521052.7
33700000000.0	1557512029.9	1262289789.6	1921780357.7
33800000000.0	1557749228.6	1261848572.6	1923037923.8
33900000000.0	1557985100.9	1261406974.0	1924293764.5
34000000000.0	1558219657.8	1260965001.3	1925547893.3
34100000000.0	1558452910.2	1260522662.2	1926800323.6
34200000000.0	1558684869.1	1260079964.2	1928051068.4
34300000000.0	1558915545.2	1259636914.8	1929300140.8
34400000000.0	1559144949.1	1259193521.2	1930547553.9
34500000000.0	1559373091.2	1258749790.8	1931793320.3
34600000000.0	1559599982.1	1258305730.6	1933037452.6
34700000000.0	1559825631.8	1257861347.7	1934279963.5
34800000000.0	1560050050.7	1257416649.1	1935520865.2
34900000000.0	1560273248.7	1256971641.7	1936760170.1
35000000000.0	1560495235.7	1256526332.2	1937997890.2
35100000000.0	1560716021.7	1256080727.3	1939234037.6
35200000000.0	1560935616.3	1255634833.7	1940468624.2
35300000000.0	1561154029.1	1255188657.9	1941701661.6
35400000000.0	1561371269.7	1254742206.3	1942933161.6
35500000000.0	1561587347.4	1254295485.2	1944163135.6
35600000000.0	1561802271.6	1253848501.1	1945391595.1
35700000000.0	1562016051.5	1253401260.1	1946618551.3
35800000000.0	1562228696.2	1252953768.3	1947844015.5
35900000000.0	1562440214.7	1252506031.8	1949067998.6
36000000000.0	1562650616.0	1252058056.5	1950290511.7
36100000000.0	1562859908.8	1251609848.4	1951511565.5
36200000000.0	1563068102.0	1251161413.3	1952731170.8
36300000000.0	1563275204.1	1250712756.9	1953949338.3
36400000000.0	1563481223.7	1250263885.0	1955166078.3
36500000000.0	1563686169.3	1249814803.1	1956381401.4
36600000000.0	1563890049.2	1249365516.8	1957595317.9
36700000000.0	1564092871.8	1248916031.6	1958807837.9
36800000000.0	1564294645.2	1248466352.9	1960018971.6
36900000000.0	1564495377.6	1248016486.1	1961228728.9
37000000000.0	1564695077.0	1247566436.3	1962437119.9
37100000000.0	1564893751.4	1247116208.9	1963644154.2
37200000000.0	1565091408.6	1246665808.9	1964849841.6
37300000000.0	1565288056.3	1246215241.5	1966054191.7
37400000000.0	1565483702.5	1245764511.7	1967257214.1
37500000000.0	1565678354.6	1245313624.5	1968458918.1
37600000000.0	1565872020.2	1244862584.7	1969659313.2
37700000000.0	1566064706.8	1244411397.2	1970858408.6
37800000000.0	1566256421.8	1243960066.8	1972056213.3
37900000000.0	1566447172.6	1243508598.3	1973252736.6
38000000000.0	1566636966.3	1243056996.2	1974447987.4
38100000000.0	1566825810.3	1242605265.2	1975641974.6
38200000000.0	1567013711.5	1242153409.9	1976834706.9
38300000000.0	1567200677.1	1241701434.8	1978026193.2
38400000000.0	1567386713.9	1241249344.3	1979216442.1
38500000000.0	1567571829.0	1240797142.8	1980405462.2
38600000000.0	1567756029.1	1240344834.7	1981593261.8
38700000000.0	1567939321.0	1239892424.3	1982779849.6
38800000000.0	1568121711.5	1239439915.7	1983965233.6
38900000000.0	1568303207.0	1238987313.3	1985149422.3
39000000000.0	1568483814.3	1238534621.0	1986332423.8
39100000000.0	1568663539.8	1238081843.2	1987514246.1
39200000000.0	1568842390.0	1237628983.6	1988694897.3
39300000000.0	1569020371.2	1237176046.5	1989874385.4
39400000000.0	1569197489.7	1236723035.7	1991052718.1
39500000000.0	1569373751.9	1236269955.1	1992229903.3
39600000000.0	1569549163.9	1235816808.6	1993405948.7
39700000000.0	1569723731.8	1235363600.0	1994580862.0
39800000000.0	1569897461.7	1234910333.0	1995754650.7
39900000000.0	1570070359.7	1234457011.5	1996927322.4
40000000000.0	1570242431.7	1234003639.0	1998098884.4
40100000000.0	1570413683.6	1233550219.2	1999269344.2
40200000000.0	1570584121.3	1233096755.7	2000438709.1
40300000000.0	1570753750.5	1232643252.0	2001606986.3
40400000000.0	1570922577.0	1232189711.7	2002774182.9
40500000000.0	1571090606.5	1231736138.2	2003940306.1
40600000000.0	1571257844.6	1231282535.0	2005105363.0
40700000000.0	1571424296.9	1230828905.5	2006269360.4
40800000000.0	1571589968.9	1230375252.9	2007432305.3
40900000000.0	1571754866.1	1229921580.7	2008594204.6
41000000000.0	1571918993.9	1229467892.0	2009755065.1
41100000000.0	1572082357.6	1229014190.1	2010914893.4
41200000000.0	1572244962.7	1228560478.3	2012073696.3
41300000000.0	1572406814.3	1228106759.7	2013231480.3
41400000000.0	1572567917.8	1227653037.3	2014388252.1
41500000000.0	1572728278.2	1227199314.4	2015544018.0
41600000000.0	1572887900.7	1226745593.9	2016698784.6
41700000000.0	1573046790.4	1226291878.9	2017852558.2
41800000000.0	1573204952.3	1225838172.3	2019005345.1
41900000000.0	1573362391.5	1225384477.2	2020157151.5
42000000000.0	1573519112.8	1224930796.3	2021307983.8
42100000000.0	1573675121.1	1224477132.7	2022457848.1
42200000000.0	1573830421.4	1224023489.1	2023606750.4
42300000000.0	1573985018.3	1223569868.4	2024754696.8
42400000000.0	1574138916.8	1223116273.4	2025901693.2
42500000000.0	1574292121.4	1222662706.8	2027047745.7
42600000000.0	1574444637.0	1222209171.3	2028192860.1
42700000000.0	1574596468.0	1221755669.7	2029337042.3
42800000000.0	1574747619.2	1221302204.6	2030480298.0
42900000000.0	1574898095.1	1220848778.6	2031622633.0
43000000000.0	1575047900.2	1220395394.3	2032764052.9
43100000000.0	1575197038.9	1219942054.3	2033904563.4
43200000000.0	1575345515.8	1219488761.2	2035044170.1
43300000000.0	1575493335.1	1219035517.5	2036182878.5
43400000000.0	1575640501.3	1218582325.6	2037320694.2
43500000000.0	1575787018.7	1218129188.0	2038457622.5
43600000000.0	1575932891.6	1217676107.2	2039593668.8
43700000000.0	1576078124.2	1217223085.5	2040728838.6
43800000000.0	1576222720.6	1216770125.3	2041863137.0
43900000000.0	1576366685.2	1216317229.0	2042996569.4
44000000000.0	1576510022.0	1215864398.9	2044129141.1
44100000000.0	1576652735.1	1215411637.3	2045260857.0
44200000000.0	1576794828.5	1214958946.5	2046391722.5
44300000000.0	1576936306.4	1214506328.7	2047521742.5
44400000000.0	1577077172.7	1214053786.2	2048650922.2
44500000000.0	1577217431.3	1213601321.0	2049779266.4
44600000000.0	1577357086.2	1213148935.5	2050906780.2
44700000000.0	1577496141.2	1212696631.8	2052033468.5
44800000000.0	1577634600.3	1212244411.9	2053159336.2
44900000000.0	1577772467.2	1211792278.1	2054284388.0
45000000000.0	1577909745.8	1211340232.3	2055408628.8
45100000000.0	1578046439.7	1210888276.6	2056532063.4
45200000000.0	1578182552.8	1210436413.1	2057654696.3
45300000000.0	1578318088.7	1209984643.7	2058776532.4
45400000000.0	1578453051.1	1209532970.5	2059897576.3
45500000000.0	1578587443.5	1209081395.4	2061017832.5
45600000000.0	1578721269.7	1208629920.4	2062137305.6
45700000000.0	1578854533.2	1208178547.4	2063256000.1
45800000000.0	1578987237.5	1207727278.2	2064373920.5
45900000000.0	1579119386.1	1207276114.8	2065491071.2
46000000000.0	1579250982.6	1206825059.0	2066607456.8
46100000000.0	1579382030.3	1206374112.7	2067723081.4
46200000000.0	1579512532.8	1205923277.7	2068837949.6
46300000000.0	1579642493.3	1205472555.7	2069952065.5
46400000000.0	1579771915.3	1205021948.6	2071065433.4
46500000000.0	1579900802.1	1204571458.2	2072178057.6
46600000000.0	1580029157.0	1204121086.0	2073289942.3
46700000000.0	1580156983.3	1203670834.0	2074401091.6
46800000000.0	1580284284.3	1203220703.7	2075511509.7
46900000000.0	1580411063.2	1202770696.9	2076621200.6
47000000000.0	1580537323.2	1202320815.2	2077730168.4
47100000000.0	1580663067.4	1201871060.3	2078838417.2
47200000000.0	1580788299.1	1201421433.8	2079945951.0
47300000000.0	1580913021.4	1200971937.3	2081052773.6
47400000000.0	1581037237.3	1200522572.5	2082158889.1
47500000000.0	1581160950.0	1200073340.7	2083264301.3
47600000000.0	1581284162.4	1199624243.8	2084369014.2
47700000000.0	1581406877.7	1199175283.1	2085473031.5
47800000000.0	1581529098.8	1198726460.2	2086576357.0
47900000000.0	1581650828.7	1198277776.6	2087678994.6
48000000000.0	1581772070.4	1197829233.8	2088780948.0
48100000000.0	1581892826.7	1197380833.3	2089882221.0
48200000000.0	1582013100.6	1196932576.5	2090982817.1
48300000000.0	1582132895.1	1196484464.9	2092082740.0
48400000000.0	1582252212.8	1196036499.8	2093181993.5
48500000000.0	1582371056.8	1195588682.8	2094280581.0
48600000000.0	1582489429.7	1195141015.2	2095378506.3
48700000000.0	1582607334.5	1194693498.4	2096475772.7
48800000000.0	1582724773.8	1194246133.7	2097572383.8
48900000000.0	1582841750.4	1193798922.6	2098668343.2
49000000000.0	1582958267.1	1193351866.2	2099763654.2
49100000000.0	1583074326.6	1192904966.0	2100858320.4
49200000000.0	1583189931.4	1192458223.3	2101952345.1
49300000000.0	1583305084.4	1192011639.4	2103045731.7
49400000000.0	1583419788.1	1191565215.4	2104138483.6
49500000000.0	1583534045.2	1191118952.8	2105230604.0
49600000000.0	1583647858.3	1190672852.7	2106322096.4
49700000000.0	1583761230.0	1190226916.4	2107412963.9
49800000000.0	1583874162.7	1189781145.1	2108503209.9
49900000000.0	1583986659.2	1189335539.9	2109592837.5
50000000000.0	1584098721.8	1188890102.2	2110681850.0
50100000000.0	1584210353.1	1188444833.1	2111770250.5
