0.000332116	6.46078e-07	AM-HDF-10-NS
0.000664231	2.58431e-06	AM-HDF-10-NS
0.000996347	5.16863e-06	AM-HDF-10-NS
0.00132846	9.0451e-06	AM-HDF-10-NS
0.00166058	1.29216e-05	AM-HDF-10-NS
0.00199269	1.93823e-05	AM-HDF-10-NS
0.00232481	2.58431e-05	AM-HDF-10-NS
0.00265692	3.295e-05	AM-HDF-10-NS
0.00298904	4.07029e-05	AM-HDF-10-NS
0.00332116	4.9748e-05	AM-HDF-10-NS
0.00365327	5.87931e-05	AM-HDF-10-NS
0.00398539	6.91304e-05	AM-HDF-10-NS
0.0043175	7.94676e-05	AM-HDF-10-NS
0.00464962	9.1097e-05	AM-HDF-10-NS
0.00498173	0.000102726	AM-HDF-10-NS
0.00531385	0.000115002	AM-HDF-10-NS
0.00564596	0.000127277	AM-HDF-10-NS
0.00597808	0.000139553	AM-HDF-10-NS
0.0063102	0.000152474	AM-HDF-10-NS
0.00664231	0.000166688	AM-HDF-10-NS
0.00697443	0.000182194	AM-HDF-10-NS
0.00730654	0.000198346	AM-HDF-10-NS
0.00763866	0.000215144	AM-HDF-10-NS
0.00797077	0.000231942	AM-HDF-10-NS
0.00830289	0.000250678	AM-HDF-10-NS
0.008635	0.000271353	AM-HDF-10-NS
0.00896712	0.000292027	AM-HDF-10-NS
0.00929924	0.00031464	AM-HDF-10-NS
0.00963135	0.000337899	AM-HDF-10-NS
0.00996347	0.00036245	AM-HDF-10-NS
0.0102956	0.000387001	AM-HDF-10-NS
0.0106277	0.000412844	AM-HDF-10-NS
0.0109598	0.000439333	AM-HDF-10-NS
0.0112919	0.000467761	AM-HDF-10-NS
0.011624	0.000499419	AM-HDF-10-NS
0.0119562	0.000531722	AM-HDF-10-NS
0.0122883	0.000564026	AM-HDF-10-NS
0.0126204	0.000598915	AM-HDF-10-NS
0.0129525	0.000635095	AM-HDF-10-NS
0.0132846	0.000671275	AM-HDF-10-NS
0.0136167	0.000708102	AM-HDF-10-NS
0.0139489	0.000745574	AM-HDF-10-NS
0.014281	0.000784985	AM-HDF-10-NS
0.0146131	0.000824396	AM-HDF-10-NS
0.0149452	0.000864453	AM-HDF-10-NS
0.0152773	0.000912909	AM-HDF-10-NS
0.0156094	0.000962657	AM-HDF-10-NS
0.0159415	0.0010124	AM-HDF-10-NS
0.0162737	0.0010628	AM-HDF-10-NS
0.0166058	0.00111319	AM-HDF-10-NS
0.0169379	0.00116488	AM-HDF-10-NS
0.01727	0.00121721	AM-HDF-10-NS
0.0176021	0.00127084	AM-HDF-10-NS
0.0179342	0.00132898	AM-HDF-10-NS
0.0182664	0.00138971	AM-HDF-10-NS
0.0185985	0.00145561	AM-HDF-10-NS
0.0189306	0.00152216	AM-HDF-10-NS
0.0192627	0.00158935	AM-HDF-10-NS
0.0195948	0.00166107	AM-HDF-10-NS
0.0199269	0.00174118	AM-HDF-10-NS
0.0202591	0.00182129	AM-HDF-10-NS
0.0205912	0.00190205	AM-HDF-10-NS
0.0209233	0.00198346	AM-HDF-10-NS
0.0212554	0.0020681	AM-HDF-10-NS
0.0215875	0.00215338	AM-HDF-10-NS
0.0219196	0.0022406	AM-HDF-10-NS
0.0222517	0.00233493	AM-HDF-10-NS
0.0225839	0.00242925	AM-HDF-10-NS
0.022916	0.00252423	AM-HDF-10-NS
0.0232481	0.00262049	AM-HDF-10-NS
0.0235802	0.00271999	AM-HDF-10-NS
0.0239123	0.00282142	AM-HDF-10-NS
0.0242444	0.0029235	AM-HDF-10-NS
0.0245766	0.00302558	AM-HDF-10-NS
0.0249087	0.00312767	AM-HDF-10-NS
0.0252408	0.00323039	AM-HDF-10-NS
0.0255729	0.00333441	AM-HDF-10-NS
0.025905	0.00344101	AM-HDF-10-NS
0.0262371	0.00354891	AM-HDF-10-NS
0.0265692	0.00365745	AM-HDF-10-NS
0.0269014	0.00376599	AM-HDF-10-NS
0.0272335	0.00387582	AM-HDF-10-NS
0.0275656	0.0039863	AM-HDF-10-NS
0.0278977	0.00409743	AM-HDF-10-NS
0.0282298	0.0042092	AM-HDF-10-NS
0.0285619	0.00432226	AM-HDF-10-NS
0.0288941	0.00443662	AM-HDF-10-NS
0.0292262	0.00455098	AM-HDF-10-NS
0.0295583	0.00466598	AM-HDF-10-NS
0.0298904	0.00478227	AM-HDF-10-NS
0.0302225	0.00489857	AM-HDF-10-NS
0.0305546	0.0050168	AM-HDF-10-NS
0.0308867	0.00513568	AM-HDF-10-NS
0.0312189	0.00525649	AM-HDF-10-NS
0.031551	0.00537731	AM-HDF-10-NS
0.0318831	0.00549877	AM-HDF-10-NS
0.0322152	0.00562024	AM-HDF-10-NS
0.0325473	0.0057417	AM-HDF-10-NS
0.0328794	0.00586381	AM-HDF-10-NS
0.0332116	0.00598592	AM-HDF-10-NS
0.0335437	0.00610932	AM-HDF-10-NS
0.0338758	0.00623272	AM-HDF-10-NS
0.0342079	0.00635676	AM-HDF-10-NS
0.03454	0.00648146	AM-HDF-10-NS
0.0348721	0.00660615	AM-HDF-10-NS
0.0352043	0.00673084	AM-HDF-10-NS
0.0355364	0.00685554	AM-HDF-10-NS
0.0358685	0.00698088	AM-HDF-10-NS
0.0362006	0.00710622	AM-HDF-10-NS
0.0365327	0.00723285	AM-HDF-10-NS
0.0368648	0.00736012	AM-HDF-10-NS
0.0371969	0.0074874	AM-HDF-10-NS
0.0375291	0.00761532	AM-HDF-10-NS
0.0378612	0.00774389	AM-HDF-10-NS
0.0381933	0.00787246	AM-HDF-10-NS
0.0385254	0.00800168	AM-HDF-10-NS
0.0388575	0.0081309	AM-HDF-10-NS
0.0391896	0.00826011	AM-HDF-10-NS
0.0395218	0.00838933	AM-HDF-10-NS
0.0398539	0.00851854	AM-HDF-10-NS
0.040186	0.00864776	AM-HDF-10-NS
0.0405181	0.00877762	AM-HDF-10-NS
0.0408502	0.00890748	AM-HDF-10-NS
0.0411823	0.00903799	AM-HDF-10-NS
0.0415144	0.00916914	AM-HDF-10-NS
0.0418466	0.00930094	AM-HDF-10-NS
0.0421787	0.00943274	AM-HDF-10-NS
0.0425108	0.00956454	AM-HDF-10-NS
0.0428429	0.00969634	AM-HDF-10-NS
0.043175	0.00982879	AM-HDF-10-NS
0.0435071	0.00996317	AM-HDF-10-NS
0.0438393	0.0100982	AM-HDF-10-NS
0.0441714	0.0102339	AM-HDF-10-NS
0.0445035	0.0103696	AM-HDF-10-NS
